alias,canonical_label,notes
FRENCH HIGH COMMISSIONER IN TUNIS,FRENCH HIGH COMMISSIONER,lexical_context_similarity
IKEDAS LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,lexical_context_similarity
BLACK SEA FLEET,SOVIET BLACK SEA FLEET,lexical_context_similarity
PRINCE FAISAL,CROWN PRINCE FAYSAL,lexical_context_similarity
ITALIAN PREMIER DE GASPERI,PREMIER DE GASPERI,lexical_context_similarity
YDIGORAS FUENTES,MIGUEL YDIGORAS FUENTES,lexical_context_similarity
KOREAN WAR PRISONERS,KOREAN PRISONERS,lexical_context_similarity
SENATOR JOSE LAUREL,JOSE LAUREL,lexical_context_similarity
EGYPTIAN FOREIGN MINISTER FAWZI,EGYPTIAN FOREIGN MINISTER,lexical_context_similarity
H. C. MENZIES,MENZIES,lexical_context_similarity
PONOMARENKO,P. K. PONOMARENKO,lexical_context_similarity
CONFEDERATION OF CUBAN WORKERS,CUBAN WORKERS CONFEDERATION,lexical_context_similarity
IRAQI PRIME MINISTER QASIM,PRIME MINISTER QASIM,lexical_context_similarity
MOROCCAN DEFENSE MINISTER AOUAD,MOROCCAN MINISTER OF DEFENSE AOUAD,lexical_context_similarity
S. M. KUDRYAVTSEV,KUDRYAVTSEV,lexical_context_similarity
EUGEN GERSTENMAIER,BUNDESTAG PRESIDENT GERSTENMAIER,lexical_context_similarity
BRAZILS PRESIDENT QUADROS,PRESIDENT QUADROS,lexical_context_similarity
KUMYKIN,P. N. KUMYKIN,lexical_context_similarity
DEMOCRATIC ACTION PARTY OF VENEZUELA,DEMOCRATIC ACTION PARTY,lexical_context_similarity
GUIDED MISSILES INTELLIGENCE COMMITTEE,GUIDED MISSILE INTELLIGENCE COMMITTEE,lexical_context_similarity
K. S. THIMAYYA,THIMAYYA,lexical_context_similarity
DEPUTY PREMIER SOUSTELLE,DEPUTY PREMIER JACQUES SOUSTELLE,lexical_context_similarity
SOVIET 24TH AIR ARMY,24TH AIR ARMY,lexical_context_similarity
WALTER ULBRICHT,ULBRICHT,lexical_context_similarity
BRITISH PRIME MINISTER EDEN,PRIME MINISTER EDEN,lexical_context_similarity
ISRAELI DEFENSE FORCES,ISRAELI FORCES,lexical_context_similarity
N. F. ZAKHAROV,ZAKHAROV,lexical_context_similarity
N. M. PEGOV,PEGOV,lexical_context_similarity
PHILIP GUNAWARDENA,GUNAWARDENA,lexical_context_similarity
LIAQUAT ALI,LIAQUAT ALI KHAN,lexical_context_similarity
TUNISIAN NEO-DESTOUR PARTY,NEO-DESTOUR,lexical_context_similarity
COLONEL SATURNINO FLORES,LIEUTENANT COLONEL SATURNINO FLORES,lexical_context_similarity
FRENCH PREMIER PINAY,PREMIER PINAY,lexical_context_similarity
BRITISH FOREIGN SECRETARY HOME,FOREIGN SECRETARY EDEN,lexical_context_similarity
GENERAL TORANZO MONTERO,TORANZO MONTERO,lexical_context_similarity
IRANIAN FOREIGN MINISTER FATEMI,IRANIAN FOREIGN MINISTER,lexical_context_similarity
TURKISH FOREIGN MINISTER SARPER,FOREIGN MINISTER SARPER,lexical_context_similarity
JEAN LETOURNEAU,LETOURNEAU,lexical_context_similarity
SULTAN BEN YOUSSEF,MOHAMED BEN YOUSSEF,lexical_context_similarity
CUBAN PRIME MINISTER CASTRO,PRIME MINISTER CASTRO,lexical_context_similarity
HLA MAUNG,U HLA MAUNG,lexical_context_similarity
FRENCH INTERIOR MINISTRY,MINISTRY OF INTERIOR,lexical_context_similarity
ANGOLA PEOPLES UNION (UPA),ANGOLAN PEOPLES UNION (UPA),lexical_context_similarity
FOREIGN MINISTER MARTINO,ITALIAN FOREIGN MINISTER MARTINO,lexical_context_similarity
AMERICAN AMBASSADOR WADSWORTH,AMBASSADOR WADSWORTH,lexical_context_similarity
EAST GERMAN PARTY (SED),EAST GERMAN COMMUNIST PARTY,lexical_context_similarity
GENERAL ANASTASIO SOMOZA,ANASTASIO SOMOZA,lexical_context_similarity
V. A. ZORIN,ZORIN,lexical_context_similarity
A. N. KOSYGIN,KOSYGIN,lexical_context_similarity
EPIFANIO MENDEZ,EPIFANIO MENDEZ FLEITAS,lexical_context_similarity
ISRAELI-SYRIAN MIXED ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,lexical_context_similarity
BEN YOUSSEF,MOHAMED BEN YOUSSEF,lexical_context_similarity
IRANIAN FOREIGN MINISTER ENTEZAM,FOREIGN MINISTER ENTEZAM,lexical_context_similarity
CENTRAL COMMITTEE,SOVIET CENTRAL COMMITTEE,lexical_context_similarity
EGYPTIAN PRIME MINISTER NASR,PRIME MINISTER NASR,lexical_context_similarity
SENATOR CLARO RECTO,CLARO RECTO,lexical_context_similarity
ECA MISSION IN PARIS,ECA MISSION,lexical_context_similarity
KONG LE COUP GROUP,KONG LE GROUP,lexical_context_similarity
US MILITARY ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,lexical_context_similarity
SOVIET TRADE DELEGATION,SOVIET DELEGATION,lexical_context_similarity
SOUVANNA PHOUMA GROUP,SOUVANNA GROUP,lexical_context_similarity
SUEZ COMPANY,SUEZ CANAL COMPANY,lexical_context_similarity
GAITSKELL,HUGH GAITSKELL,lexical_context_similarity
KONG LE - PATHET LAO TROOPS,KONG LE - PATHET LAO,lexical_context_similarity
SENATOR LAUREL,JOSE LAUREL,lexical_context_similarity
DUTCH FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,lexical_context_similarity
MAJ. GENERAL PAK CHONG-HUI,PAK CHONG-HUI,lexical_context_similarity
LUNIK,LUNIK I,lexical_context_similarity
NATIONALIST IRREGULARS,CHINESE NATIONALIST IRREGULARS,lexical_context_similarity
23RD CHINESE COMMUNIST ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity
AMBASSADOR MALIK,SOVIET AMBASSADOR,lexical_context_similarity
GENERAL ADIL SHIHAB,GENERAL SHIHAB,lexical_context_similarity
LT. GEN. SONG YO-CHAN,SONG YO-CHAN,lexical_context_similarity
ALBANIAN COMMUNIST PARTY,ALBANIAN WORKERS (COMMUNIST) PARTY,lexical_context_similarity
COLONIAL OFFICE,BRITISH COLONIAL OFFICE,lexical_context_similarity
JOAO CAFÉ FILHO,CAFÉ FILHO,lexical_context_similarity
PRIME MINISTER CHENIK,TUNISIAN PRIME MINISTER CHENIK,lexical_context_similarity
UN ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,lexical_context_similarity
FORMER PREMIER DE GASPERI,PREMIER DE GASPERI,lexical_context_similarity
FRENCH SOCIALIST,FRENCH SOCIALIST PARTY,lexical_context_similarity
INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),INTERNATIONAL RED CROSS,lexical_context_similarity
CYPRIOT ARCHBISHOP MAKARIOS,ARCHBISHOP MAKARIOS,lexical_context_similarity
CHINESE AIR FORCE,CHINESE COMMUNIST AIR FORCE,lexical_context_similarity
ISRAELI-JORDANIAN MIXED ARMISTICE COMMISSION,ISRAELI-JORDAN MIXED ARMISTICE COMMISSION,lexical_context_similarity
BOUN OUM - PHOUMI GOVERNMENT,BOUN OUM GOVERNMENT,lexical_context_similarity
TRIESTE PRO-COMINFORM COMMUNIST PARTY,PRO-COMINFORM COMMUNIST PARTY,lexical_context_similarity
AMERICAN EMBASSY IN PARIS,AMERICAN EMBASSY,lexical_context_similarity
SOUVANNA,SOUVANNA PHOUMA,lexical_context_similarity
AMERICAN EMBASSY IN ROME,AMERICAN EMBASSY,lexical_context_similarity
PERVUKHIN,M. G. PERVUKHIN,lexical_context_similarity
KATJU,K. KATJU,lexical_context_similarity
AMERICAN CONSUL GENERAL IN RABAT,AMERICAN CONSUL,lexical_context_similarity
NAGIBS REVOLUTIONARY COMMAND COUNCIL,REVOLUTIONARY COMMAND COUNCIL,lexical_context_similarity
COMMUNIST PARTY OF THE NETHERLANDS,NETHERLANDS COMMUNIST PARTY,lexical_context_similarity
PIERRE MENDES-FRANCE,MENDES-FRANCE,lexical_context_similarity
GENERAL MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,lexical_context_similarity
FRENCH PREMIER FAURE,FAURE,lexical_context_similarity
ARAB DELEGATES,ARAB UN DELEGATES,lexical_context_similarity
CHRISTIAN DEMOCRATIC PARTY (CDU),CHRISTIAN DEMOCRATIC UNION,lexical_context_similarity
CRAVEIRO LOPES,MARSHAL CRAVEIRO LOPES,lexical_context_similarity
AMBASSADOR DAVIS,US AMBASSADOR DAVIS,lexical_context_similarity
SOUVANNA PHOUMA GOVERNMENT,SOUVANNA GOVERNMENT,lexical_context_similarity
AUSTRIAN INTERIOR MINISTER HELMER,AUSTRIAN MINISTER OF INTERIOR HELMER,lexical_context_similarity
FRENCH COMMISSARIAT,FRENCH COMMISSARIAT GENERAL,lexical_context_similarity
FRENCH PREMIER MAYER,MAYER,lexical_context_similarity
VIETNAMESE NATIONAL ARMY,VIETNAMESE ARMY,lexical_context_similarity
AMBASSADOR BERNBAUM,AMERICAN AMBASSADOR,lexical_context_similarity
PATIL,S. K. PATIL,lexical_context_similarity
CHANG GOVERNMENT,CHANG MYON GOVERNMENT,lexical_context_similarity
MUTUAL SECURITY AGENCY MISSION,MUTUAL SECURITY AGENCY,lexical_context_similarity
PROGRESSIVE PEOPLES PARTY,PEOPLES PROGRESSIVE PARTY,lexical_context_similarity
V. S. ABAKUMOV,ABAKUMOV,lexical_context_similarity
AMERICAN MILITARY ASSISTANCE AND ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,lexical_context_similarity
EGYPTIAN PRIME MINISTER HILALI,EGYPTIAN PRIME MINISTER,lexical_context_similarity
LEBANESE PRESIDENT SHIHAB,GENERAL SHIHAB,lexical_context_similarity
"ANASTASIO SOMOZA, JR.",ANASTASIO SOMOZA,lexical_context_similarity
BUDGET MINISTER VANONI,ITALIAN BUDGET MINISTER VANONI,lexical_context_similarity
CATHOLIC HIERARCHY,ROMAN CATHOLIC HIERARCHY,lexical_context_similarity
SASTROAMIDJOJO,ALI SASTROAMIDJOJO,lexical_context_similarity
GREEK MARSHAL PAPAGOS,PAPAGOS,lexical_context_similarity
SOVIET 9TH AIR ARMY,9TH AIR ARMY,lexical_context_similarity
"LAUREL, JR.","JOSE LAUREL, JR.",lexical_context_similarity
WEST BENGAL STATE,WEST BENGAL,lexical_context_similarity
SHUKRI AL-QUWATLI,QUWATLI,lexical_context_similarity
FRENCH DEFENSE MINISTER,DEFENSE MINISTER PLEVEN,lexical_context_similarity
UNITED STATES EMBASSY IN LONDON,UNITED STATES EMBASSY,lexical_context_similarity
EGYPTIAN MOSLEM BROTHERHOOD,MOSLEM BROTHERHOOD,lexical_context_similarity
SCHNEIDER-CREUSOT,SCHNEIDER-CREUSOT COMPANY,lexical_context_similarity
PHILIPPINE NACIONALISTA PARTY,NACIONALISTA PARTY,lexical_context_similarity
ZOSSEN-WUENSDORF,ZOSSEN-WUENSDORF AREA,lexical_context_similarity
SUDANESE MILITARY GOVERNMENT,SUDANESE GOVERNMENT,lexical_context_similarity
CHINESE COMMUNIST 24TH ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity
PHONG SALY,PHONG SALY PROVINCE,lexical_context_similarity
NEW JAPANESE GOVERNMENT,JAPANESE GOVERNMENT,lexical_context_similarity
ALGERIAN REBEL,ALGERIAN REBEL GOVERNMENT,lexical_context_similarity
SINO-SOVIET BLOC,SOVIET BLOC,lexical_context_similarity
NATIONAL MILITARY COMMITTEE,LAOTIAN NATIONAL MILITARY COMMITTEE,lexical_context_similarity
U.S. AMBASSADOR GRADY,US AMBASSADOR GRADY,lexical_context_similarity
HUNGARIAN WORKERS (COMMUNIST) PARTY,HUNGARIAN WORKERS PARTY,lexical_context_similarity
IRAQ PETROLEUM,IRAQ PETROLEUM COMPANY,lexical_context_similarity
F. R. KOZLOV,FROL KOZLOV,lexical_context_similarity
CARDINAL STEFAN WYSZYNSKI,CARDINAL WYSZYNSKI,lexical_context_similarity
RHODESIA-NYASALAND,RHODESIA AND NYASALAND,lexical_context_similarity
SYRIAN PRIME MINISTER,SYRIAN PRIME MINISTER ASALI,lexical_context_similarity
NENNI SOCIALIST,NENNI SOCIALISTS,lexical_context_similarity
ECUADOREAN PRESIDENT VELASCO,VELASCO,lexical_context_similarity
EAST GERMAN PARAMILITARY,EAST GERMAN PARAMILITARY POLICE,lexical_context_similarity
ITALIAN PREMIER PELLA,PELLA,lexical_context_similarity
YEMENI CROWN PRINCE,CROWN PRINCE BADR,lexical_context_similarity
MAPAM PARTY,MAPAM,lexical_context_similarity
UN COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,UNITED NATIONS COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,lexical_context_similarity
FORMER PREMIER PINAY,PREMIER PINAY,lexical_context_similarity
CROWN PRINCE SIHANOUK,SIHANOUK,lexical_context_similarity
ROYAL LAOTIAN ARMY,LAOTIAN ARMY,lexical_context_similarity
GIZENGAS STANLEYVILLE REGIME,STANLEYVILLE REGIME,lexical_context_similarity
LT GEN SONG YO-CHAN,SONG YO-CHAN,lexical_context_similarity
SECRETARY GENERAL HAMMARSKJOLD,HAMMARSKJOLD,lexical_context_similarity
CONGO MINISTER VAN HEMELRIJCK,MINISTER OF THE CONGO VAN HEMELRIJCK,lexical_context_similarity
PRESIDENT DORTICOS,DORTICOS,lexical_context_similarity
COMMUNIST PARTY (PCV),VENEZUELAN COMMUNIST PARTY,lexical_context_similarity
DIBELIUS,BISHOP DIBELIUS,lexical_context_similarity
SOVIET PREMIER BULGANIN,BULGANIN,lexical_context_similarity
YEMENI CROWN PRINCE BADR,CROWN PRINCE BADR,lexical_context_similarity
BRITISH MILITARY LIAISON MISSIONS,BRITISH MILITARY LIAISON MISSION,lexical_context_similarity
MAJ. GEN. HASAN BASHIR NASIR,HASAN BASHIR NASIR,lexical_context_similarity
ALI JAWDAT AL-AYYUBI,ALI JAWDAT,lexical_context_similarity
MIDDLE EAST NEWS AGENCY,CAIROS MIDDLE EAST NEWS AGENCY,lexical_context_similarity
BISHOP OTTO DIBELIUS,BISHOP DIBELIUS,lexical_context_similarity
COL. FADHIL MAHDAWI,COL. MAHDAWI,lexical_context_similarity
RAFAEL TRUJILLO,TRUJILLO,lexical_context_similarity
TRIESTE PRO-COMINFORM PARTY,PRO-COMINFORM COMMUNIST PARTY,lexical_context_similarity
MRS. SIRIMA BANDARANAIKE,BANDARANAIKE,lexical_context_similarity
MACDONALD,MALCOLM MACDONALD,lexical_context_similarity
PRIME MINISTER ABDUL RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,lexical_context_similarity
PRESIDENT SEKOU TOURÉ,SEKOU TOURÉ,lexical_context_similarity
CANADIAN ICC DELEGATION,CANADIAN DELEGATION,lexical_context_similarity
PRESIDENT PEREZ JIMENEZ,PRESIDENT PEREZ,lexical_context_similarity
NATIONALIST NAVY,CHINESE NATIONALIST NAVY,lexical_context_similarity
82-NATION UN DISARMAMENT COMMISSION,UN DISARMAMENT COMMISSION,lexical_context_similarity
THE UNDER SECRETARY OF STATE,UNDER SECRETARY OF STATE,lexical_context_similarity
FRENCH PRESIDENT COTY,PRESIDENT COTY,lexical_context_similarity
DIAS BANDARANAIKE,BANDARANAIKE,lexical_context_similarity
UNION OF THE CAMEROONS POPULATIONS,UNION OF THE CAMEROONS POPULATION,lexical_context_similarity
FOREIGN SECRETARY ROMULO,PHILIPPINE FOREIGN SECRETARY ROMULO,lexical_context_similarity
AMERICAN AMBASSADOR YOST,AMBASSADOR YOST,lexical_context_similarity
CONAKAT PARTY,CONAKAT,lexical_context_similarity
NORTH VIETNAMESE TROOPS,NORTH VIETNAMESE,lexical_context_similarity
SENATOR ELLENDER,US SENATOR ELLENDER,lexical_context_similarity
KING IDRIS,KING IDRISS,lexical_context_similarity
NATIONAL LIBERATION FRONT,ALGERIAN NATIONAL LIBERATION FRONT,lexical_context_similarity
NATIONALIST MINISTRY OF DEFENSE,CHINESE NATIONALIST DEFENSE MINISTRY,lexical_context_similarity
PRIME MINISTER ASALI,SYRIAN PRIME MINISTER ASALI,lexical_context_similarity
SIXTH FLEET,US SIXTH FLEET,lexical_context_similarity
SAMIR AL-RIFAI,SAMIR RIFAI,lexical_context_similarity
MOULAY HASSAN,CROWN PRINCE MOULAY HASSAN,lexical_context_similarity
EGYPTIAN AIR FORCE MISSION,EGYPTIAN AIR FORCE,lexical_context_similarity
ROMAN CATHOLIC CHURCH IN POLAND,CATHOLIC CHURCH,lexical_context_similarity
AMERICAN EMBASSY IN AMMAN,AMERICAN EMBASSY,lexical_context_similarity
HOA HAO SECT,HOA HAO,lexical_context_similarity
POLISH PARTY,POLISH COMMUNIST PARTY,lexical_context_similarity
TUNISIAN NEO-DESTOUR,NEO-DESTOUR,lexical_context_similarity
AMERICAN AMBASSADOR PEURIFOY,AMBASSADOR PEURIFOY,lexical_context_similarity
AMERICAN EMBASSY IN LONDON,AMERICAN EMBASSY,lexical_context_similarity
DEFENSE MINISTER,MINISTER OF DEFENSE,lexical_context_similarity
LAOTIAN DEFENSE MINISTRY,LAOTIAN MINISTRY OF DEFENSE,lexical_context_similarity
ANTOINE GIZENGA,GIZENGA,lexical_context_similarity
FRENCH PREMIER PLEVEN,PREMIER PLEVEN,lexical_context_similarity
SOMALILAND,BRITISH SOMALILAND,lexical_context_similarity
NATIONAL REVOLUTIONARY MOVEMENT (MNR),NATIONALIST REVOLUTIONARY MOVEMENT (MNR),lexical_context_similarity
SYRIAN PRESIDENT QUWATLI,QUWATLI,lexical_context_similarity
ITALIAN PRESIDENT GRONCHI,GRONCHI,lexical_context_similarity
EAST GERMAN SECRET POLICE,EAST GERMAN POLICE,lexical_context_similarity
MEDITERRANEAN SEA,MEDITERRANEAN,lexical_context_similarity
XIENG KHOUANG PROVINCES,XIENG KHOUANG,lexical_context_similarity
STEFAN CARDINAL WYSZYNSKI,CARDINAL WYSZYNSKI,lexical_context_similarity
VENEZUELAN JUNTA,VENEZUELAN GOVERNING JUNTA,lexical_context_similarity
AMERICAN AMBASSADOR HARE,AMBASSADOR HARE,lexical_context_similarity
MAPAI PARTY,MAPAI,lexical_context_similarity
US HIGH COMMISSIONER CONANT,US HIGH COMMISSIONER,lexical_context_similarity
BIZERTE BASE,BIZERTE,lexical_context_similarity
NEO LAO HAK ZAT,NEO LAO HAK SAT,lexical_context_similarity
ALGERIAN PROVISIONAL GOVERNMENT (PAG),ALGERIAN PROVISIONAL GOVERNMENT,lexical_context_similarity
OSCAR OSORIO,OSORIO,lexical_context_similarity
BRITISH HIGH COMMISSIONER GURNEY,BRITISH HIGH COMMISSIONER,lexical_context_similarity
ISRAELI ARMED FORCES,ISRAELI FORCES,lexical_context_similarity
PRESIDENT VILLEDA,RAMON VILLEDA MORALES,lexical_context_similarity
EGYPTIAN ARMED FORCES,EGYPTIAN FORCES,lexical_context_similarity
JAWDAT,ALI JAWDAT,lexical_context_similarity
EGYPTIAN PRIME MINISTER ALI MAHER,PRIME MINISTER ALI MAHER,lexical_context_similarity
BERLIN COMMANDANTS,BRITISH BERLIN COMMANDANTS,lexical_context_similarity
MENDEZ FLEITAS,EPIFANIO MENDEZ FLEITAS,lexical_context_similarity
IRAQI PETROLEUM COMPANY,IRAQ PETROLEUM COMPANY,lexical_context_similarity
PRIME MINISTER VENIZELOS,GREEK PRIME MINISTER VENIZELOS,lexical_context_similarity
CAPTAIN LE,KONG LE,lexical_context_similarity
EAST GERMAN PARTY,EAST GERMAN COMMUNIST PARTY,lexical_context_similarity
MAJ. GEN. PAK CHONG-HUI,PAK CHONG-HUI,lexical_context_similarity
AFGHAN DEFENSE MINISTRY,AFGHAN MINISTRY OF DEFENSE,lexical_context_similarity
CHILEAN PRESIDENT IBANEZ,IBANEZ,lexical_context_similarity
FELIX HOUPHOUET-BOIGNY,HOUPHOUET-BOIGNY,lexical_context_similarity
COLONEL ROGER TRINQUIER,COLONEL TRINQUIER,lexical_context_similarity
GUATEMALAN PRESIDENT ARBENZ,PRESIDENT ARBENZ,lexical_context_similarity
BERLIN MAYOR BRANDT,WILLY BRANDT,lexical_context_similarity
ITALIAN AMBASSADOR TO FRANCE,ITALIAN AMBASSADOR,lexical_context_similarity
ABAKO,ABAKO PARTY,lexical_context_similarity
EGYPTIAN MINISTER,EGYPTIAN FOREIGN MINISTER,lexical_context_similarity
GUATEMALAN PRESIDENT YDIGORAS,YDIGORAS,lexical_context_similarity
KAMINA BASE,KAMINA,lexical_context_similarity
1954 GENEVA CONFERENCE,GENEVA CONFERENCE,lexical_context_similarity
BELGIAN MINISTER FOR THE CONGO DE SCHRIJVER,CONGO MINISTER DE SCHRIJVER,lexical_context_similarity
CHINESE COMMUNIST 12TH ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity
BERLIN SOCIALIST UNITY PARTY,SOCIALIST UNITY PARTY,lexical_context_similarity
JORDANS NATIONAL GUARD,JORDANIAN NATIONAL GUARD,lexical_context_similarity
FOREIGN MINISTER RAPACKI,POLISH FOREIGN MINISTER RAPACKI,lexical_context_similarity
AMERICAN CONSUL GENERAL IN TUNIS,AMERICAN CONSUL GENERAL,lexical_context_similarity
COMMUNIST-FRONT EDA,COMMUNIST-FRONT EDA PARTY,lexical_context_similarity
GOVERNOR GENERAL GOONETILLEKE,GOONETILLEKE,lexical_context_similarity
CHEN,CHEN I,lexical_context_similarity
E. M. S. NAMBOODIRIPAD,NAMBOODIRIPAD,lexical_context_similarity
CHANCELLOR ADENAUER,ADENAUER,lexical_context_similarity
CHRISTIAN DEMOCRATIC UNION (CDU/CSU),CHRISTIAN DEMOCRATIC UNION,lexical_context_similarity
PANAMANIAN FOREIGN MINISTER GUIZADO,PANAMANIAN FOREIGN MINISTER,lexical_context_similarity
CONFEDERATION OF CUBAN WORKERS (CTC),CUBAN WORKERS CONFEDERATION,lexical_context_similarity
PHOU KHOUN JUNCTION,PHOU KHOUN,lexical_context_similarity
TURKISH PREMIER MENDERES,MENDERES,lexical_context_similarity
ENGINEERING DIRECTORATE,SOVIET ENGINEERING DIRECTORATE,lexical_context_similarity
LT. GEN. YI CHONG-CHAN,YI CHONG-CHAN,lexical_context_similarity
GREAT BRITAIN,BRITAIN,lexical_context_similarity
BRITISH TRAWLERS FEDERATION,BRITISH TRAWLER FEDERATION,lexical_context_similarity
MALAYAN PRIME MINISTER RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,lexical_context_similarity
THIRD INFANTRY DIVISION,BRITISH THIRD INFANTRY DIVISION,lexical_context_similarity
TSHOMBÉS KATANGA GOVERNMENT,TSHOMBÉS GOVERNMENT,lexical_context_similarity
AMERICAN EMBASSY IN CAIRO,AMERICAN EMBASSY,lexical_context_similarity
EASTERN ADEN PROTECTORATE,ADEN PROTECTORATE,lexical_context_similarity
NICARAGUAN PRESIDENT SOMOZA,SOMOZA,lexical_context_similarity
INTERNATIONAL COURT,INTERNATIONAL COURT OF JUSTICE,lexical_context_similarity
TOMAS ROMERO PEREIRA,ROMERO PEREIRA,lexical_context_similarity
CZECH PREMIER SIROKY,SIROKY,lexical_context_similarity
FRENCH DEFENSE MINISTRY,FRENCH MINISTRY OF DEFENSE,lexical_context_similarity
AMBASSADOR JERNEGAN,AMERICAN AMBASSADOR JERNEGAN,lexical_context_similarity
GENERAL PAUL ELY,GENERAL ELY,lexical_context_similarity
MBOYA,TOM MBOYA,lexical_context_similarity
UN TRUCE ORGANIZATION,UN TRUCE SUPERVISORY ORGANIZATION,lexical_context_similarity
COLONEL PORTILLO,ANIBAL PORTILLO,lexical_context_similarity
BELGIAN MILITARY FORCES,BELGIAN MILITARY,lexical_context_similarity
US-JAPAN SECURITY TREATY,US-JAPANESE SECURITY TREATY,lexical_context_similarity
FRENCH FINANCE MINISTRY,FINANCE MINISTRY,lexical_context_similarity
AMERICAN AMBASSADOR CAFFERY,AMBASSADOR CAFFERY,lexical_context_similarity
AMERICAN OFFICIALS IN BONN,AMERICAN OFFICIALS,lexical_context_similarity
BAIBAKOV,N. K. BAIBAKOV,lexical_context_similarity
CHIEF OF STAFF SHUQAYR,SYRIAN CHIEF OF STAFF SHUQAYR,lexical_context_similarity
GENERAL FUAD SHIHAB,GENERAL SHIHAB,lexical_context_similarity
SAINTENY,JEAN SAINTENY,lexical_context_similarity
COMMUNIST PARTY (PKI),INDONESIAN COMMUNIST PARTY,lexical_context_similarity
FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,lexical_context_similarity
INDONESIAN FOREIGN MINISTER SUBANDRIO,INDONESIAN FOREIGN MINISTER,lexical_context_similarity
CHINESE NATIONALIST MINISTRY OF NATIONAL DEFENSE,CHINESE NATIONALIST DEFENSE MINISTRY,lexical_context_similarity
SOCIAL CHRISTIAN-LIBERAL PARTY,SOCIAL CHRISTIAN PARTY,lexical_context_similarity
AMERICAN SEVENTH FLEET,US SEVENTH FLEET,lexical_context_similarity
JAPAN RED CROSS,JAPANESE RED CROSS,lexical_context_similarity
TRANS-ARABIAN PIPELINE COMPANY (TAPLINE),TRANS-ARABIAN PIPELINE COMPANY,lexical_context_similarity
JUMBLATT,KAMAL JUMBLATT,lexical_context_similarity
MIKHAILOV,N. A. MIKHAILOV,lexical_context_similarity
AMERICAN STATE DEPARTMENT,DEPARTMENT OF STATE,lexical_context_similarity
SULTAN MOHAMMED BEN ARAFA,SULTAN MOHAMED BEN ARAFA,lexical_context_similarity
BERLINS MAYOR BRANDT,WILLY BRANDT,lexical_context_similarity
EAST GERMAN SECURITY POLICE,EAST GERMAN POLICE,lexical_context_similarity
FRENCH COMMAND,FRENCH HIGH COMMAND,lexical_context_similarity
FRENCH FOREIGN MINISTER PINAY,FOREIGN MINISTER SCHUMAN,lexical_context_similarity
SECRETARY OF THE ARMY PACE,SECRETARY OF THE ARMY,lexical_context_similarity
AUSTRIAN FOREIGN MINISTER,FOREIGN MINISTER GRUBER,lexical_context_similarity
ITALIAN-ADMINISTERED TRUST TERRITORY OF SOMALIA,ITALIAN TRUST TERRITORY OF SOMALIA,lexical_context_similarity
AFRICAN REVOLUTIONARY FRONT FOR THE INDEPENDENCE OF PORTUGUESE COLONIES IN AFRICA,AFRICAN REVOLUTIONARY FRONT FOR THE NATIONAL INDEPENDENCE OF PORTUGUESE COLONIES,lexical_context_similarity
