original_normalized_label,canonical_label,canonical_key,method,confidence
THAI NATIONAL ASSEMBLY,THAI NATIONAL ASSEMBLY (SERI MILLS MANANGKHASILA),CANONICAL_ENTITY:THAI_NATIONAL_ASSEMBLY_SERI_MILLS_MANANGKHASILA,a3_single_cluster_self,1.0
THAI NAVY,THAI NAVY (PHIN PHIBUN THAILAND),CANONICAL_ENTITY:THAI_NAVY_PHIN_PHIBUN_THAILAND,a3_single_cluster_self,1.0
THAI NGUYEN,THAI NGUYEN (VO ARABIA GIAP),CANONICAL_ENTITY:THAI_NGUYEN_VO_ARABIA_GIAP,a3_single_cluster_self,1.0
THAI POLICE,THAI POLICE (BAHARMAST AMIN NAGIB),CANONICAL_ENTITY:THAI_POLICE_BAHARMAST_AMIN_NAGIB,a3_single_cluster_self,1.0
THAI PREMIERS NEWSPAPER,THAI PREMIERS NEWSPAPER,CANONICAL_ENTITY:THAI_PREMIERS_NEWSPAPER,a5_consolidated,0.91
THAI PRINCE WAN,THAI PRINCE WAN (KLEFFENS MONZON MATTHEWS),CANONICAL_ENTITY:THAI_PRINCE_WAN_KLEFFENS_MONZON_MATTHEWS,a3_single_cluster_self,1.0
THAI RED CROSS,THAI RED CROSS (SAVANG THAILAND PHOUI),CANONICAL_ENTITY:THAI_RED_CROSS_SAVANG_THAILAND_PHOUI,a3_single_cluster_self,1.0
THAIS,THAIS (ASIANS AUTONOMOUS YUNNAN),CANONICAL_ENTITY:THAIS_ASIANS_AUTONOMOUS_YUNNAN,a3_single_cluster_self,1.0
THAKIN KODAW HMAING,THAKIN KODAW HMAING (KOREA MACARTHUR SOUTH),CANONICAL_ENTITY:THAKIN_KODAW_HMAING_KOREA_MACARTHUR_SOUTH,a3_single_cluster_self,1.0
THAKIN LWIN,THAKIN LWIN (TUT TIN NYEIN),CANONICAL_ENTITY:THAKIN_LWIN_TUT_TIN_NYEIN,a3_single_cluster_self,1.0
THAKIN SOE,THAKIN SOE (THAN TUN KENNAN),CANONICAL_ENTITY:THAKIN_SOE_THAN_TUN_KENNAN,a3_single_cluster_self,1.0
THANAT,THANAT (NIKOLAYEV CHE THAILAND),CANONICAL_ENTITY:THANAT_NIKOLAYEV_CHE_THAILAND,a3_single_cluster_self,1.0
THANH,THANH (NEGOTIATORS TUNIS NURI),CANONICAL_ENTITY:THANH_NEGOTIATORS_TUNIS_NURI,a3_single_cluster_self,1.0
THANH HOA,THANH HOA (ITALY YUGOSLAVIA PEURIFOY),CANONICAL_ENTITY:THANH_HOA_ITALY_YUGOSLAVIA_PEURIFOY,a3_single_cluster_self,1.0
THANOS KAPSALIS,THANOS KAPSALIS (SPYROS MARKEZINIS MALLORY),CANONICAL_ENTITY:THANOS_KAPSALIS_SPYROS_MARKEZINIS_MALLORY,a3_single_cluster_self,1.0
THANU PILLAI,THANU PILLAI (DALAI TIBET LAMA),CANONICAL_ENTITY:THANU_PILLAI_DALAI_TIBET_LAMA,a3_single_cluster_self,1.0
THAYER,THAYER (GHEORGHIU WARD DEJ),CANONICAL_ENTITY:THAYER_GHEORGHIU_WARD_DEJ,a3_single_cluster_self,1.0
THEO LEFEVRE,THEO LEFEVRE (DIAKITE ALIONE HAMMARSKJOLD),CANONICAL_ENTITY:THEO_LEFEVRE_DIAKITE_ALIONE_HAMMARSKJOLD,a3_single_cluster_self,1.0
THEODORE BLANK,THEODORE BLANK (LEIPZIG THOREZ MAURICE),CANONICAL_ENTITY:THEODORE_BLANK_LEIPZIG_THOREZ_MAURICE,a3_single_cluster_self,1.0
THEODORE NICOLEAU,THEODORE NICOLEAU (UNIONS ARGENTINA MAGLOIRE),CANONICAL_ENTITY:THEODORE_NICOLEAU_UNIONS_ARGENTINA_MAGLOIRE,a3_single_cluster_self,1.0
THEOPHILUS DONGES,THEOPHILUS DONGES (SAUER FIDEL VERWOERD),CANONICAL_ENTITY:THEOPHILUS_DONGES_SAUER_FIDEL_VERWOERD,a3_single_cluster_self,1.0
THEP,THEP (PHIBUN NAHDLATUL ULAMA),CANONICAL_ENTITY:THEP_PHIBUN_NAHDLATUL_ULAMA,a4_keep_separate,0.6
THERMODYNAMICS LABORATORY,THERMODYNAMICS LABORATORY (ISTIQLAL BALAFREJ AHMED),CANONICAL_ENTITY:THERMODYNAMICS_LABORATORY_ISTIQLAL_BALAFREJ_AHMED,a3_single_cluster_self,1.0
THIRD FIVE YEAR PLAN,THIRD FIVE YEAR PLAN (JURGENSEN FINLETTER INDIA),CANONICAL_ENTITY:THIRD_FIVE_YEAR_PLAN_JURGENSEN_FINLETTER_INDIA,a3_single_cluster_self,1.0
THIRD INFANTRY BATTALION,THIRD INFANTRY BATTALION (VIENTIANE PRABANG LUANG),CANONICAL_ENTITY:THIRD_INFANTRY_BATTALION_VIENTIANE_PRABANG_LUANG,a3_single_cluster_self,1.0
THIRD INFANTRY DIVISION,THIRD INFANTRY DIVISION (ROMANIA BRITAIN RUSSIA),CANONICAL_ENTITY:THIRD_INFANTRY_DIVISION_ROMANIA_BRITAIN_RUSSIA,a3_single_cluster_self,1.0
THIRD OF JUNE YOUTH MOVEMENT,THIRD OF JUNE YOUTH MOVEMENT (GUAYAQUIL ECUADOR GALVAN),CANONICAL_ENTITY:THIRD_OF_JUNE_YOUTH_MOVEMENT_GUAYAQUIL_ECUADOR_GALVAN,a3_single_cluster_self,1.0
THONDUP,THONDUP (SWATANTRA DALAI RAJAGOPALACHARI),CANONICAL_ENTITY:THONDUP_SWATANTRA_DALAI_RAJAGOPALACHARI,a3_single_cluster_self,1.0
THOR THORS,THOR THORS (OFFICES DIXON TURKEY),CANONICAL_ENTITY:THOR_THORS_OFFICES_DIXON_TURKEY,a3_single_cluster_self,1.0
THORNEYCROFT,THORNEYCROFT (ISMET RPP INONU),CANONICAL_ENTITY:THORNEYCROFT_ISMET_RPP_INONU,a3_single_cluster_self,1.0
THRACE,THRACE (TURKEY GREECE HUNGARY),CANONICAL_ENTITY:THRACE_TURKEY_GREECE_HUNGARY,a3_single_cluster_self,1.0
THREE PRINCIPAL OPPOSITION PARTIES,THREE PRINCIPAL OPPOSITION PARTIES (DISSIDENT CEYLON ISRAEL),CANONICAL_ENTITY:THREE_PRINCIPAL_OPPOSITION_PARTIES_DISSIDENT_CEYLON_ISRAEL,a3_single_cluster_self,1.0
THREE WESTERN POWERS,THREE WESTERN POWERS (BERLIN CITY FEDERAL),CANONICAL_ENTITY:THREE_WESTERN_POWERS_BERLIN_CITY_FEDERAL,a3_single_cluster_self,1.0
THURINGIA,THURINGIA (RIV CZECHOSLOVAKIA ITALY),CANONICAL_ENTITY:THURINGIA_RIV_CZECHOSLOVAKIA_ITALY,a3_single_cluster_self,1.0
TIAO SISOUMANG,TIAO SISOUMANG (PHOLSENA KEOLA QUINIM),CANONICAL_ENTITY:TIAO_SISOUMANG_PHOLSENA_KEOLA_QUINIM,a3_single_cluster_self,1.0
TIBERIAS,TIBERIAS (LAWSON BURNS GURION),CANONICAL_ENTITY:TIBERIAS_LAWSON_BURNS_GURION,a3_single_cluster_self,1.0
TIBETAN DELEGATION,TIBETAN DELEGATION (INDIA PEIPING UK),CANONICAL_ENTITY:TIBETAN_DELEGATION_INDIA_PEIPING_UK,a3_single_cluster_self,1.0
TIBETAN LEADERS,TIBETAN LEADERS (DALAI PR LAMA),CANONICAL_ENTITY:TIBETAN_LEADERS_DALAI_PR_LAMA,a3_single_cluster_self,1.0
TIEN CHUNG CHIN,TIEN CHUNG CHIN (PU KIANG HSU),CANONICAL_ENTITY:TIEN_CHUNG_CHIN_PU_KIANG_HSU,a3_single_cluster_self,1.0
TIGRIS EUPHRATES BASIN,TIGRIS EUPHRATES BASIN (CPI EN LAI),CANONICAL_ENTITY:TIGRIS_EUPHRATES_BASIN_CPI_EN_LAI,a3_single_cluster_self,1.0
TIKISI,TIKISI (PFLIMLIN BRENTANO PANAMA),CANONICAL_ENTITY:TIKISI_PFLIMLIN_BRENTANO_PANAMA,a3_single_cluster_self,1.0
TIM DONG,TIM DONG (PHNOM PENH DJUANDA),CANONICAL_ENTITY:TIM_DONG_PHNOM_PENH_DJUANDA,a3_single_cluster_self,1.0
TIMES OF INDIA,TIMES OF INDIA (VO POTE GIAP),CANONICAL_ENTITY:TIMES_OF_INDIA_VO_POTE_GIAP,a3_single_cluster_self,1.0
TIMISOARA,TIMISOARA (UKRAINE RUMANIA IMRE),CANONICAL_ENTITY:TIMISOARA_UKRAINE_RUMANIA_IMRE,a3_single_cluster_self,1.0
TIMUR BAKHTIAR,GENERAL TIMUR BAKHTIAR,CANONICAL_ENTITY:GENERAL_TIMUR_BAKHTIAR,accept_rule,1.0
TINDOUF,TINDOUF (PATRIOTIC IFNI VENEZUELA),CANONICAL_ENTITY:TINDOUF_PATRIOTIC_IFNI_VENEZUELA,a3_single_cluster_self,1.0
TIOU LONG,TIOU LONG (LANGLADE JACQUET HEATH),CANONICAL_ENTITY:TIOU_LONG_LANGLADE_JACQUET_HEATH,a3_single_cluster_self,1.0
TIRADO,TIRADO (YEMEN MORENO MAKARIOS),CANONICAL_ENTITY:TIRADO_YEMEN_MORENO_MAKARIOS,a3_single_cluster_self,1.0
TIRAN STRAITS,TIRAN STRAITS (POST SUDIRMAN SAMUAL),CANONICAL_ENTITY:TIRAN_STRAITS_POST_SUDIRMAN_SAMUAL,a3_single_cluster_self,1.0
TITOIST COMMUNISTS,COMINFORM TITOIST COMMUNISTS (VALKOV CZECHOSLOVAKIA),CANONICAL_ENTITY:COMINFORM_TITOIST_COMMUNISTS_VALKOV_CZECHOSLOVAKIA,a5_consolidated,0.8
TJIMAHI,TJIMAHI (GRUENEBERG GERHARD BANDUNG),CANONICAL_ENTITY:TJIMAHI_GRUENEBERG_GERHARD_BANDUNG,a3_single_cluster_self,1.0
TLEMCEN,TLEMCEN (PHILIPPEVILLE ORAN SUHRAWARDY),CANONICAL_ENTITY:TLEMCEN_PHILIPPEVILLE_ORAN_SUHRAWARDY,a3_single_cluster_self,1.0
TOBRUK,TOBRUK (RIDA SAYYID IDRISS),CANONICAL_ENTITY:TOBRUK_RIDA_SAYYID_IDRISS,a3_single_cluster_self,1.0
TODOR ZHIVKOV,TODOR ZHIVKOV (VULKO TSANKOV DALAI),CANONICAL_ENTITY:TODOR_ZHIVKOV_VULKO_TSANKOV_DALAI,a3_single_cluster_self,1.0
TOGNI,TOGNI (CORBINO ITALY MADRID),CANONICAL_ENTITY:TOGNI_CORBINO_ITALY_MADRID,a3_single_cluster_self,1.0
TOILERS PARTY,TOILERS PARTY (CZECHOSLOVAKIA CHINMENS STRAIT),CANONICAL_ENTITY:TOILERS_PARTY_CZECHOSLOVAKIA_CHINMENS_STRAIT,a3_single_cluster_self,1.0
TOJOS CABINET,TOJOS CABINET (DIET ISHIBASHI KISHI),CANONICAL_ENTITY:TOJOS_CABINET_DIET_ISHIBASHI_KISHI,a3_single_cluster_self,1.0
TOLBUKHIN,TOLBUKHIN (RUMANIA BULGARIA ITALY),CANONICAL_ENTITY:TOLBUKHIN_RUMANIA_BULGARIA_ITALY,a3_single_cluster_self,1.0
TOMAS ROMERO PEREIRA,TOMAS ROMERO PEREIRA (HONDURAS COLORADO CHAVES),CANONICAL_ENTITY:TOMAS_ROMERO_PEREIRA_HONDURAS_COLORADO_CHAVES,a3_single_cluster_self,1.0
TONI GARDINER,TONI GARDINER (SAMIR BRAZIL RIFAI),CANONICAL_ENTITY:TONI_GARDINER_SAMIR_BRAZIL_RIFAI,a3_single_cluster_self,1.0
TOP COMMUNIST PARTY,TOP LEFTIST PARTY (CEYLON USSR),CANONICAL_ENTITY:TOP_LEFTIST_PARTY_CEYLON_USSR,a5_consolidated,0.85
TOP LEFTIST PARTY,TOP LEFTIST PARTY (CEYLON USSR),CANONICAL_ENTITY:TOP_LEFTIST_PARTY_CEYLON_USSR,a5_consolidated,0.85
TOQUEPALA,TOQUEPALA,CANONICAL_ENTITY:TOQUEPALA,a5_consolidated,0.91
TOUBY LYFOUNG,TOUBY LYFOUNG (PROGRESS PDSP NGON),CANONICAL_ENTITY:TOUBY_LYFOUNG_PROGRESS_PDSP_NGON,a3_single_cluster_self,1.0
TRACOSA TRADING COMPANY LTD,TRACOSA TRADING COMPANY LTD (BRITAIN BERIA SPAIN),CANONICAL_ENTITY:TRACOSA_TRADING_COMPANY_LTD_BRITAIN_BERIA_SPAIN,a3_single_cluster_self,1.0
TRADE MINISTER AURA,TRADE MINISTER AURA (LANIEL BIDAULT NAGIB),CANONICAL_ENTITY:TRADE_MINISTER_AURA_LANIEL_BIDAULT_NAGIB,a3_single_cluster_self,1.0
TRADE UNION CONGRESS,TRADE UNION CONGRESS,CANONICAL_ENTITY:TRADE_UNION_CONGRESS,a5_consolidated,0.91
TRADE UNIONS,TRADE UNIONS (SUKHANOV SECHENOV CZECHOSLOVAKIA),CANONICAL_ENTITY:TRADE_UNIONS_SUKHANOV_SECHENOV_CZECHOSLOVAKIA,a3_single_cluster_self,1.0
TRADES UNION COUNCIL,TRADES UNION COUNCIL (CONSERVATIVES LABOR SITUATION),CANONICAL_ENTITY:TRADES_UNION_COUNCIL_CONSERVATIVES_LABOR_SITUATION,a3_single_cluster_self,1.0
TRAICHO KOSTOV,TRAICHO KOSTOV (VOITEC RUMANIA MAURER),CANONICAL_ENTITY:TRAICHO_KOSTOV_VOITEC_RUMANIA_MAURER,a3_single_cluster_self,1.0
TRANS ARABIAN PIPELINE TAPLINE,TRANS ARABIAN PIPELINE TAPLINE (MECCA ARABIA COMMANDOS),CANONICAL_ENTITY:TRANS_ARABIAN_PIPELINE_TAPLINE_MECCA_ARABIA_COMMANDOS,a3_single_cluster_self,1.0
TRANS SIBERIAN RAILROAD,TRANS SIBERIAN RAILROAD (KHABAROVSK GREEK BELGIUM),CANONICAL_ENTITY:TRANS_SIBERIAN_RAILROAD_KHABAROVSK_GREEK_BELGIUM,a3_single_cluster_self,1.0
TRANS SIBERIAN RAILWAY,TRANS SIBERIAN RAILWAY (ORR MANCHURIA USSR),CANONICAL_ENTITY:TRANS_SIBERIAN_RAILWAY_ORR_MANCHURIA_USSR,a3_single_cluster_self,1.0
TRANSCAUCASIAN MILITARY DISTRICT,TRANSCAUCASIAN MILITARY DISTRICT (NEPAL CEYLON AFGHANISTAN),CANONICAL_ENTITY:TRANSCAUCASIAN_MILITARY_DISTRICT_NEPAL_CEYLON_AFGHANISTAN,a3_single_cluster_self,1.0
TRANSDANUBIAN COUNCIL,TRANSDANUBIAN COUNCIL (GYORGY BELA ARMYS),CANONICAL_ENTITY:TRANSDANUBIAN_COUNCIL_GYORGY_BELA_ARMYS,a3_single_cluster_self,1.0
TRANSDANUBIAN NATIONAL COUNCIL,TRANSDANUBIAN NATIONAL COUNCIL (MALETER HUNGARY PAL),CANONICAL_ENTITY:TRANSDANUBIAN_NATIONAL_COUNCIL_MALETER_HUNGARY_PAL,a3_single_cluster_self,1.0
TRANSKEI,TRANSKEI (DOCTOR ZUMA PONDOLAND),CANONICAL_ENTITY:TRANSKEI_DOCTOR_ZUMA_PONDOLAND,a3_single_cluster_self,1.0
TRANSPORTATION MINISTRY,TRANSPORTATION MINISTRY (PATIL FOOD SEOUL),CANONICAL_ENTITY:TRANSPORTATION_MINISTRY_PATIL_FOOD_SEOUL,a3_single_cluster_self,1.0
TRANSYLVANIAN AREA,TRANSYLVANIAN AREA (LIBRARY KOMSOMOL BOHLEN),CANONICAL_ENTITY:TRANSYLVANIAN_AREA_LIBRARY_KOMSOMOL_BOHLEN,a3_single_cluster_self,1.0
TRAVANCORE COCHIN,TRAVANCORE COCHIN (MADRAS CEYLON PRAJA),CANONICAL_ENTITY:TRAVANCORE_COCHIN_MADRAS_CEYLON_PRAJA,a3_single_cluster_self,1.0
TREASURY MINISTER GAVA,TREASURY MINISTER GAVA (OEEC NEGEV VANONI),CANONICAL_ENTITY:TREASURY_MINISTER_GAVA_OEEC_NEGEV_VANONI,a3_single_cluster_self,1.0
TREASURY MINISTER PELLA,TREASURY MINISTER PELLA (DENMARK BORNHOLM ITALY),CANONICAL_ENTITY:TREASURY_MINISTER_PELLA_DENMARK_BORNHOLM_ITALY,a3_single_cluster_self,1.0
TREATY OF FRIENDSHIP AND MUTUAL ASSISTANCE,TREATY OF FRIENDSHIP AND MUTUAL ASSISTANCE (PAASIKIVI KRISHNA MENON),CANONICAL_ENTITY:TREATY_OF_FRIENDSHIP_AND_MUTUAL_ASSISTANCE_PAASIKIVI_KRISHNA_MENON,a3_single_cluster_self,1.0
TREATY OF PARIS,TREATY OF PARIS (PAASIKIVI KRISHNA MENON),CANONICAL_ENTITY:TREATY_OF_PARIS_PAASIKIVI_KRISHNA_MENON,a3_single_cluster_self,1.0
TREVELYAN,AMBASSADOR TREVELYAN,CANONICAL_ENTITY:AMBASSADOR_TREVELYAN,accept_rule,1.0
TRIBUNE DES NATIONS,TRIBUNE DES NATIONS (ULLMAN ANDR MENDES),CANONICAL_ENTITY:TRIBUNE_DES_NATIONS_ULLMAN_ANDR_MENDES,a3_single_cluster_self,1.0
TRIESTE FREE TERRITORY,TRIESTE FREE TERRITORY (ANDRIENKO ITALY YUGOSLAVIA),CANONICAL_ENTITY:TRIESTE_FREE_TERRITORY_ANDRIENKO_ITALY_YUGOSLAVIA,a3_single_cluster_self,1.0
TRIESTE PRO COMINFORM COMMUNIST PARTY,TRIESTE PRO COMINFORM COMMUNIST PARTY (EVERT ANGELOS BAO),CANONICAL_ENTITY:TRIESTE_PRO_COMINFORM_COMMUNIST_PARTY_EVERT_ANGELOS_BAO,a3_single_cluster_self,1.0
TRIESTE PRO COMINFORM PARTY,TRIESTE PRO COMINFORM PARTY (DARUL VITTORIO VIDALI),CANONICAL_ENTITY:TRIESTE_PRO_COMINFORM_PARTY_DARUL_VITTORIO_VIDALI,a3_single_cluster_self,1.0
TRIESTE ZONE B,TRIESTE ZONE B (CZECHOSLOVAKIA MAJLIS GREGOR),CANONICAL_ENTITY:TRIESTE_ZONE_B_CZECHOSLOVAKIA_MAJLIS_GREGOR,a3_single_cluster_self,1.0
TRIPURA STATE,TRIPURA STATE (MOSSADEQ VIET SHAH),CANONICAL_ENTITY:TRIPURA_STATE_MOSSADEQ_VIET_SHAH,a3_single_cluster_self,1.0
TRIVANDRUM,TRIVANDRUM (GUINEA NDP KERALA),CANONICAL_ENTITY:TRIVANDRUM_GUINEA_NDP_KERALA,a3_single_cluster_self,1.0
TROTSKYITE GROUP,TROTSKYITE GROUP (GERMANY SIRIMA SRI),CANONICAL_ENTITY:TROTSKYITE_GROUP_GERMANY_SIRIMA_SRI,a3_single_cluster_self,1.0
TROTSKYITES,TROTSKYITES (MNR PAZ AUTHENTIC),CANONICAL_ENTITY:TROTSKYITES_MNR_PAZ_AUTHENTIC,a3_single_cluster_self,1.0
TRUCIAL COAST,TRUCIAL COAST (FAZLUL HUQ ARABIA),CANONICAL_ENTITY:TRUCIAL_COAST_FAZLUL_HUQ_ARABIA,a3_single_cluster_self,1.0
TRUCIAL OMAN,TRUCIAL OMAN (DILLON ISRAEL SHARETT),CANONICAL_ENTITY:TRUCIAL_OMAN_DILLON_ISRAEL_SHARETT,a3_single_cluster_self,1.0
TRUCIAL SHEIKHDOMS,TRUCIAL SHEIKHDOMS (ARABIA IBN SAUD),CANONICAL_ENTITY:TRUCIAL_SHEIKHDOMS_ARABIA_IBN_SAUD,a3_single_cluster_self,1.0
TRUD,TRUD (STAR PRAVDA IZVESTIA),CANONICAL_ENTITY:TRUD_STAR_PRAVDA_IZVESTIA,a4_keep_separate,0.6
TRUJILLO GOVERNMENT,TRUJILLO GOVERNMENT (BAEZ HERRERA LEMUS),CANONICAL_ENTITY:TRUJILLO_GOVERNMENT_BAEZ_HERRERA_LEMUS,a3_single_cluster_self,1.0
TRUJILLO GROUP,TRUJILLO GROUP (URUGUAY OAS PANAMA),CANONICAL_ENTITY:TRUJILLO_GROUP_URUGUAY_OAS_PANAMA,a3_single_cluster_self,1.0
TRUMAN ADMINISTRATION,TRUMAN ADMINISTRATION (YURI TASS ZHUKOV),CANONICAL_ENTITY:TRUMAN_ADMINISTRATION_YURI_TASS_ZHUKOV,a3_single_cluster_self,1.0
TSAKALOTOS,TSAKALOTOS (GRIGOROPOULOS MARKEZINIS MAU),CANONICAL_ENTITY:TSAKALOTOS_GRIGOROPOULOS_MARKEZINIS_MAU,a3_single_cluster_self,1.0
TSAMKONG,TSAMKONG (VLADIVOSTOK CANADA USSR),CANONICAL_ENTITY:TSAMKONG_VLADIVOSTOK_CANADA_USSR,a3_single_cluster_self,1.0
TSEDENBAL,TSEDENBAL (MONGOLIA MYON YUN),CANONICAL_ENTITY:TSEDENBAL_MONGOLIA_MYON_YUN,a3_single_cluster_self,1.0
TSHOMBE GOVERNMENT,TSHOMBE GOVERNMENT (LULUABOURG BELGIUM KATANGA),CANONICAL_ENTITY:TSHOMBE_GOVERNMENT_LULUABOURG_BELGIUM_KATANGA,a3_single_cluster_self,1.0
TSHOMBE REGIME,TSHOMBE REGIME (GERMANY GIZENGA MYON),CANONICAL_ENTITY:TSHOMBE_REGIME_GERMANY_GIZENGA_MYON,a3_single_cluster_self,1.0
TSHOMBES FORCES,TSHOMBES FORCES (NEGRO ARTISANS LABORERS),CANONICAL_ENTITY:TSHOMBES_FORCES_NEGRO_ARTISANS_LABORERS,a3_single_cluster_self,1.0
TSHOMBES REGIME,TSHOMBES REGIME (KIVU ELISABETHVILLE ALBANIA),CANONICAL_ENTITY:TSHOMBES_REGIME_KIVU_ELISABETHVILLE_ALBANIA,a3_single_cluster_self,1.0
TSHOMBÉ GOVERNMENT,TSHOMBÉ GOVERNMENT (MUNONGO BALUBA ANGOLA),CANONICAL_ENTITY:TSHOMB_GOVERNMENT_MUNONGO_BALUBA_ANGOLA,a3_single_cluster_self,1.0
TSHOMBÉS KATANGA GOVERNMENT,TSHOMBÉS KATANGA GOVERNMENT (VIETNAM PATHET DIEM),CANONICAL_ENTITY:TSHOMB_S_KATANGA_GOVERNMENT_VIETNAM_PATHET_DIEM,a3_single_cluster_self,1.0
TSINGHAI PROVINCE,LANCHOW (TSINGHAI PROVINCE),CANONICAL_ENTITY:LANCHOW_TSINGHAI_PROVINCE,a5_consolidated,0.83
TSIRANAMA,TSIRANAMA (TANANARIVE MALAGASY GHANA),CANONICAL_ENTITY:TSIRANAMA_TANANARIVE_MALAGASY_GHANA,a3_single_cluster_self,1.0
TSUSHIMA,TSUSHIMA (NIIJIMA FAYSAL SAUD),CANONICAL_ENTITY:TSUSHIMA_NIIJIMA_FAYSAL_SAUD,a3_single_cluster_self,1.0
TU 16,TU 16 (DUNCAN BRITAIN SANDYS),CANONICAL_ENTITY:TU_16_DUNCAN_BRITAIN_SANDYS,a3_single_cluster_self,1.0
TU 2,TU 2 (TSITSIHAR DIVISIONS 28),CANONICAL_ENTITY:TU_2_TSITSIHAR_DIVISIONS_28,a3_single_cluster_self,1.0
TU 2 BOMBER DIVISION,TU 2 BOMBER DIVISION (REGENT MEDO FORMOSA),CANONICAL_ENTITY:TU_2_BOMBER_DIVISION_REGENT_MEDO_FORMOSA,a3_single_cluster_self,1.0
TUAN GIAO DEPOT,TUAN GIAO DEPOT (308TH PRABANG LUANG),CANONICAL_ENTITY:TUAN_GIAO_DEPOT_308TH_PRABANG_LUANG,a3_single_cluster_self,1.0
TUAREG TRIBESMEN,TUAREG TRIBESMEN (LENTENTE IVORY HAMANI),CANONICAL_ENTITY:TUAREG_TRIBESMEN_LENTENTE_IVORY_HAMANI,a3_single_cluster_self,1.0
TULLN AIRPORT,TULLN AIRPORT (HANKOW SVIRIDOV THOMPSON),CANONICAL_ENTITY:TULLN_AIRPORT_HANKOW_SVIRIDOV_THOMPSON,a3_single_cluster_self,1.0
TUNG PI WU,TUNG PI WU (SOONG LING TSE),CANONICAL_ENTITY:TUNG_PI_WUSOONG_LING_TSE,a3_single_cluster_self,1.0
TUNGFENG,TUNGFENG (KIRIN BRITAIN BOWLES),CANONICAL_ENTITY:TUNGFENG_KIRIN_BRITAIN_BOWLES,a3_single_cluster_self,1.0
TUNGHSING,TUNGHSING (ITALY ENGINEERS USSR),CANONICAL_ENTITY:TUNGHSING_ITALY_ENGINEERS_USSR,a3_single_cluster_self,1.0
TUNGTING LAKE,TUNGTING LAKE (YANGTZE THACH HANKOW),CANONICAL_ENTITY:TUNGTING_LAKE_YANGTZE_THACH_HANKOW,a3_single_cluster_self,1.0
TUNGYIN ISLAND,TUNGYIN ISLAND (TAISHAN INDONESIANS NANCHISHAN),CANONICAL_ENTITY:TUNGYIN_ISLAND_TAISHAN_INDONESIANS_NANCHISHAN,a3_single_cluster_self,1.0
TUNISIAN CABINET,TUNISIAN CABINET (ITALY ATTLEE TUNISIA),CANONICAL_ENTITY:TUNISIAN_CABINET_ITALY_ATTLEE_TUNISIA,a3_single_cluster_self,1.0
TUNISIAN CONSTITUENT ASSEMBLY,TUNISIAN CONSTITUENT ASSEMBLY (LUCE ITALY MOLOTOV),CANONICAL_ENTITY:TUNISIAN_CONSTITUENT_ASSEMBLY_LUCE_ITALY_MOLOTOV,a3_single_cluster_self,1.0
TUNISIAN DELEGATION,TUNISIAN DELEGATION (PARIS AUSTRIAN OFFICE),CANONICAL_ENTITY:TUNISIAN_DELEGATION_PARIS_AUSTRIAN_OFFICE,a3_single_cluster_self,1.0
TUNISIAN FOREIGN MINISTER,TUNISIAN FOREIGN MINISTER (ALGERIANS ISSA BODY),CANONICAL_ENTITY:TUNISIAN_FOREIGN_MINISTER_ALGERIANS_ISSA_BODY,a3_single_cluster_self,1.0
TUNISIAN FOREIGN SECRETARY MOKADDEM,TUNISIAN FOREIGN SECRETARY MOKADDEM (LEBANON BOUABID ISTIQLAL),CANONICAL_ENTITY:TUNISIAN_FOREIGN_SECRETARY_MOKADDEM_LEBANON_BOUABID_ISTIQLAL,a3_single_cluster_self,1.0
TUNISIAN ISSUE,TUNISIAN ISSUE (KITRILAKIS PLASTIRAS GREECE),CANONICAL_ENTITY:TUNISIAN_ISSUE_KITRILAKIS_PLASTIRAS_GREECE,a3_single_cluster_self,1.0
TUNISIAN LEADERS,TUNISIAN LEADERS (CAPITAL BOTELHO MONIZ),CANONICAL_ENTITY:TUNISIAN_LEADERS_CAPITAL_BOTELHO_MONIZ,a3_single_cluster_self,1.0
TUNISIAN MILITARY,TUNISIAN MILITARY (KANNA FADHIL ZORIN),CANONICAL_ENTITY:TUNISIAN_MILITARY_KANNA_FADHIL_ZORIN,a3_single_cluster_self,1.0
TUNISIAN MINISTER OF JUSTICE,TUNISIAN MINISTER OF JUSTICE (SCHOENFELD FRUIT AURIOL),CANONICAL_ENTITY:TUNISIAN_MINISTER_OF_JUSTICE_SCHOENFELD_FRUIT_AURIOL,a3_single_cluster_self,1.0
TUNISIAN NATIONAL GUARD,TUNISIAN NATIONAL GUARD (POLAND BEAM TUNISIA),CANONICAL_ENTITY:TUNISIAN_NATIONAL_GUARD_POLAND_BEAM_TUNISIA,a3_single_cluster_self,1.0
TUNISIAN NEGOTIATORS,TUNISIAN NEGOTIATORS (THANH TUNIS NURI),CANONICAL_ENTITY:TUNISIAN_NEGOTIATORS_THANH_TUNIS_NURI,a3_single_cluster_self,1.0
TUNISIAN NEO DESTOUR,TUNISIAN NEO DESTOUR (LEBANON BOUABID ISTIQLAL),CANONICAL_ENTITY:TUNISIAN_NEO_DESTOUR_LEBANON_BOUABID_ISTIQLAL,a3_single_cluster_self,1.0
TUNISIAN NEO DESTOUR PARTY,TUNISIAN NEO DESTOUR PARTY (BRITAIN TURKEY MAHER),CANONICAL_ENTITY:TUNISIAN_NEO_DESTOUR_PARTY_BRITAIN_TURKEY_MAHER,a3_single_cluster_self,1.0
